coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Nov 09 15:17:50 +0000 2020,ibelieveinscience covid19 vaccine goodnews,,https://www.bbc.com/news/health-54873105,3,1325819898421862400,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",While we have been fighting and struggling (and also helping each other and coping) ...scientists have been hard at work for us. 👩🏻‍🔬👨🏽‍🔬   https://t.co/8Wj2wiK7B3 😃❤️😃❤️😃❤️ #ibelieveinscience #covid19 #vaccine #goodnews,https://twitter.com/juliaherself/status/1325819898421862400,Sat Aug 01 22:15:34 +0000 2009,62130851,false,she/her ♡ ☆･:*:･｡･:*:.｡.,9893,360,634,42,"Vancouver, BC",Julia,juliaherself,19244,,https://boxd.it/aqxRK,false
,Mon Nov 09 18:11:18 +0000 2020,COVID19 vaccine Pfizer,,https://immunitybio.com/immunitybios-had5-covid-19-vaccine-candidate-stimulates-memory-t-cell-recall-in-patients-infected-with-sars-cov-2/,0,1325863550821130241,,,,en,,false,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Good news coming out of @immunitybio  and @NantKwest for #COVID19 #vaccine but overshadowed by #Pfizer data released on same day. Timing and Perception is all important when delivering news. https://t.co/FDxoY7NI1D,https://twitter.com/tweetietat/status/1325863550821130241,Sun Dec 12 05:43:58 +0000 2010,225686060,false,One voice among many,14001,67,1312,1,Third rock from the Sun,CAL,tweetietat,1183,,,false
,Mon Nov 09 19:48:00 +0000 2020,,,https://twitter.com/wmbfnews/status/1325819922459594752,0,1325887886953209856,,,,en,"South Carolina, USA",false,1325819922459594752,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Over my dead fucking body will I take a vaccine or anything else from this administration. HELL NO https://t.co/YVoLEuonDf,https://twitter.com/toribrookesnell/status/1325887886953209856,Tue Dec 06 20:26:57 +0000 2016,806233489792180224,false,"Stokes County, NC native 🍃",2837,73,185,0,"South Carolina, USA",Tori Brooke Snell,toribrookesnell,2084,,http://www.farmasius.com/toribrookesnell,false
,Mon Nov 09 18:10:16 +0000 2020,,https://twitter.com/DineshA58/status/1325863291298734080/photo/1,http://hindustantimes.com/world-news/mad,0,1325863291298734080,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Good news 
Very good night 

Leaders hail Pfizer announcement in Covid-19 vaccine development

https://t.co/DpqziRQtrx… https://t.co/ddVItXlhN7",https://twitter.com/DineshA58/status/1325863291298734080,Sun Jun 12 08:12:32 +0000 2016,741906012194607104,false,"flow with the wind ,punctuated with Sanskar ,and self https://t.co/fGEwqnlIGI political affiliation,poet by passion independent opinions",7572,1278,984,3,"West Bengal, India",Dinesh Agarawal,DineshA58,38794,,,false
,Fri Nov 20 06:45:30 +0000 2020,COVID19 coronavirus bioethics Vatican CatholicChurch,,https://www.catholicnewsagency.com/news/the-ethics-of-modernas-coronavirus-vaccine-80858,2,1329677231128457216,,,,en,,false,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",".@Bishopoftyler: ""Moderna vaccine is not morally produced"" #COVID19 #coronavirus #bioethics #Vatican #CatholicChurch https://t.co/92fTn2qSkS",https://twitter.com/kattolikamente/status/1329677231128457216,Fri Oct 02 15:42:51 +0000 2009,79211525,false,"I am an Italian Catholic, husband, teacher, blogger and writer. I'm in an ecclesial movement. Proud to be Catholic therefore counter-revolutionary.",12606,6249,2391,186,"Rome, Italy",Kattoliko Pensiero,kattolikamente,92853,,http://about.me/kattolikamente,false
,Tue Nov 10 01:51:11 +0000 2020,,,https://twitter.com/markets/status/1325979015409266688,0,1325979285937532928,,,,en,,false,1325979015409266688,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sounds about right.

Don't take any vaccines! https://t.co/3GLDa4EoUr",https://twitter.com/AsianOptionGirl/status/1325979285937532928,Wed Aug 20 15:48:47 +0000 2014,2749415246,false,I'm a trader 📉📈. Proud long term investor in $DOGE.  All posts are my opinion and are not advice. Trade @ your own risk.☮🕊,7225,1049,98,19,Las Vegas,Samantha Lee,AsianOptionGirl,17124,,,false
,Tue Nov 10 18:17:25 +0000 2020,,,https://twitter.com/MBuhari/status/1326136598677909511,0,1326227476654284800,,,,en,,false,1326136598677909511,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",To travel is the reason why you're so so happy that vaccine for coronavirus is out. https://t.co/TnQ5AhlNDM,https://twitter.com/sokibest/status/1326227476654284800,Sat Jul 28 07:39:49 +0000 2018,1023110766470340608,false,Simple being,24360,394,2179,0,Nigeria,MEDINA SOKIBEST,sokibest,2636,,,false
,Mon Nov 09 20:25:33 +0000 2020,FoxNews,,https://www.foxnews.com/politics/democrats-balked-at-coronavirus-vaccine-under-trump,0,1325897334018859008,,,,en,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","These Dems balked at a coronavirus vaccine under Trump. Will they change their tune now? https://t.co/MWdCFqhwIQ #FoxNews 
I TRUST TRUMP, I DON'T TRUST THE DEMOCRATS.",https://twitter.com/JohnHotrod14046/status/1325897334018859008,Thu Jan 07 02:29:57 +0000 2016,4721246382,true,,18,2,54,0,,John Bianchi,JohnHotrod14046,1559,,,false
,Wed Nov 18 13:50:05 +0000 2020,,,,1,1329059303655960576,,,,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fuck you and the COVID-19 vaccine I don’t trust nothing,https://twitter.com/__Moraa__/status/1329059303655960576,Sun Jul 08 02:29:39 +0000 2012,629908332,false,Minding Mine 🤷🏽‍♀️,51355,1177,697,8,NYC 📍,Mora.,__Moraa__,210326,,,false
,Mon Dec 07 03:32:33 +0000 2020,LTC COVID19,,https://twitter.com/wassdoc/status/1335786829816086529,40,1335789264605507586,,,,en,,false,1335786829816086529,12,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","This is an outstanding initiative and one that is urgently needed in Ontario's #LTC sector in anticipation of the arrival of the #COVID19 vaccine:

cc @DrFullertonMPP @AdvantAgeOnt @OLTCAnews @allan_k_grillMD @NoahIvers @DrSamirSinha @BogochIsaac @LisaLevin1 @DLDunc416 @OnLTCC https://t.co/lSZXpirRhV",https://twitter.com/NathanStall/status/1335789264605507586,Fri Nov 09 04:18:06 +0000 2012,936078120,false,"| Husband | Twin Dad | Doctor | Scientist |
@OntLiberal candidate for Toronto—St. Paul's",10418,19484,1767,274,"Toronto, Canada",Nathan Stall,NathanStall,6404,,http://www.nathanstall.ca,true
,Mon Nov 09 19:36:00 +0000 2020,,,,0,1325884864374059009,macroaggressio3,1325642829993930752,1231634797530796000,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@macroaggressio3 You hear vaccine and warp speed negative combo, look at the MMR vaccine doing to our children. Covid-19 vaccine changes your DNA LAMININ cross Protein 🙏",https://twitter.com/TRUe78902/status/1325884864374059009,Sun Jun 07 18:24:35 +0000 2020,1269696691021594624,false,,3151,45,254,0,,lightinthedark,TRUe78902,1019,,,false
,Mon Nov 09 06:43:44 +0000 2020,,,https://newslanes.com/care-homes-to-be-first-to-receive-coronavirus-vaccine-that-could-roll-out-before-christmas/,0,1325690517724782593,,,,en,,false,,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Care homes to be FIRST to receive coronavirus vaccine that could roll out before Christmas https://t.co/V71edGrw7F,https://twitter.com/newslanes/status/1325690517724782593,Fri Feb 17 10:55:04 +0000 2017,832543883196248064,false,"Get Latest News and Updates on Fashion, Movies, blogging and much more! Read exclusive latest news on entertainment, music, gaming and more topics.",164,207,156,2,United Kingdom,Newslanes,newslanes,166629,,https://newslanes.com/,false
,Tue Nov 10 12:20:42 +0000 2020,,,https://twitter.com/MBuhari/status/1326136598677909511,1,1326137706003501057,,,,en,,false,1326136598677909511,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Happy vaccine day! https://t.co/xNgxRH9gNQ,https://twitter.com/ibrand08/status/1326137706003501057,Wed Jul 04 07:02:47 +0000 2012,626240083,false,,116381,629,1028,0,Nigeria,Ibroheem Olanrewaju 🇳🇬 🌍,ibrand08,5337,,,false
,Mon Nov 09 06:40:25 +0000 2020,,,https://newsinfo.inquirer.net/1358263/ph-in-talks-with-astrazeneca-for-covid-19-vaccine?utm_medium=Social&utm_source=Twitter#Echobox=1604904025,18,1325689685943996416,,,,en,,false,,6,,,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",The Philippine government is in talks with Anglo-Swedish drugmaker AstraZeneca to procure doses of its prospective COVID-19 vaccine. | @DYGalvezINQ https://t.co/dVTpgOZT9h,https://twitter.com/inquirerdotnet/status/1325689685943996416,Wed Jul 16 00:36:41 +0000 2008,15448383,false,"Balanced News, Fearless Views. https://t.co/9E5AKYooBY",33718,3368510,1817,6219,Makati City,Inquirer,inquirerdotnet,1023263,,https://www.inquirer.net,true
,Tue Nov 10 11:53:00 +0000 2020,,,https://www.mirror.co.uk/news/politics/tiny-bottle-holds-hope-humanitys-22984011,7,1326130735154044933,,,,en,,false,,3,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tiny bottle holds hope for humanity's future with 10million coronavirus vaccines coming
https://t.co/gJ7tUSEwY2",https://twitter.com/DailyMirror/status/1326130735154044933,Tue Oct 21 14:58:45 +0000 2008,16887175,false,"The official Mirror Twitter account 
(Daily Mirror, Sunday Mirror & Mirror Online)
🗞️ - real news in real time
@MirrorBreaking_ for breaking news 🚨",1362,1291919,4138,6582,UK,The Mirror,DailyMirror,862512,,http://www.mirror.co.uk/,true
,Fri Nov 27 17:09:00 +0000 2020,,,https://reut.rs/3fwNfJv,0,1332370853242302464,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",U.S. officials plan to release 6.4 million COVID-19 vaccine doses in first distribution https://t.co/qdxfDKZOR4,https://twitter.com/smellini/status/1332370853242302464,Sun Jan 18 10:52:32 +0000 2009,19141703,false,"rough riding, glum wolf",13866,762,4525,2,"Brooklyn, NY",nick,smellini,5353,,http://www.botsthebook.com,false
,Mon Nov 09 06:11:56 +0000 2020,,,https://www.latesttoday.news/2020/11/07/health/coronavirus-some-canadians-hesitant-to-take-a-covid-19-vaccine-global-news/,0,1325682517148569600,,,,en,,false,,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Coronavirus: Some Canadians hesitant to take a COVID-19 vaccine – Global News https://t.co/pOgrnxWbGL,https://twitter.com/k29664911/status/1325682517148569600,Sun Sep 13 13:07:51 +0000 2015,3549429319,false,#news #follome　#follo　,0,280,1131,1,America,Today's news summary,k29664911,259520,,https://www.latesttoday.news/,false
,Tue Nov 10 10:03:50 +0000 2020,COVID19 WorldScienceDay,,https://twitter.com/pfizer/status/1325767629890592771,44,1326103263779971072,,,,en,,false,1325767629890592771,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Good news from @pfizer and @BioNTech_Group about a possible #COVID19 vaccine candidate. Kudos to everyone on this #WorldScienceDay who work tireless to help combat the pandemic👏 https://t.co/7NCujdV0Dh,https://twitter.com/LarsFruergaard/status/1326103263779971072,Wed May 25 18:44:11 +0000 2016,735541993456164866,false,"President & CEO, @novonordisk",310,1742,103,19,"Copenhagen, Denmark",Lars Fruergaard,LarsFruergaard,152,,http://www.novonordisk.com,true
,Mon Nov 09 07:20:29 +0000 2020,,https://twitter.com/GMB/status/1325699765930254336/video/1,https://bit.ly/2MLB661,113,1325699765930254336,,,,en,,false,,16,,,"<a href=""http://grabyo.com"" rel=""nofollow"">Grabyo</a>","Hospitals are reportedly being prepped for a possible coronavirus vaccine roll out within three weeks. 

@Drhilaryjones says it is optimistic to think many people will be vaccinated before Christmas - but it is good news. 

Watch GMB for the latest👉https://t.co/fzcHkA6S4k https://t.co/OEMR7IaZTW",https://twitter.com/GMB/status/1325699765930254336,Sat Jan 24 00:25:12 +0000 2009,19424427,false,The UK's most talked about breakfast television show. Weekdays from 6am on @ITV. Replies & content may be used on air. See https://t.co/u4BYxXFfJq,5258,909727,2943,1861,London,Good Morning Britain,GMB,84408,,http://www.itv.com/gmb,true
,Thu Dec 03 21:34:46 +0000 2020,tweets ToriesOut COVID19 Elections2020 ToriesEnemyOfThePeople ToryScum NoMoreCoverUps,,,0,1334612064346763264,,,,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Why's @twitter censorship of #tweets of #ToriesOut happening after once again @Conservatives was caught lying about #COVID19 vaccine where's the fact checker you used on @realDonaldTrump? In #Elections2020 #ToriesEnemyOfThePeople #ToryScum #NoMoreCoverUps,https://twitter.com/Justice4Marky/status/1334612064346763264,Sat May 14 16:28:29 +0000 2016,731521574919114752,false,The truth will always comes out over the lies of the corrupt establishment judgment day is coming,156142,1767,0,6,Lancashire ,Officially MAD,Justice4Marky,101895,,,false
,Mon Nov 09 06:18:33 +0000 2020,,https://twitter.com/JComm_NewsFeeds/status/1325684180483600384/photo/1,http://dlvr.it/RlHN4s,0,1325684180483600384,,,,en,,false,,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Moderna on track to report late-stage COVID-19 vaccine data next month: The vaccine is currently being tested in a large human trial, and Moderna was in talks with a WHO-led group for distribution. https://t.co/CJGuw7rDzj JPost https://t.co/QPAhjvDm76",https://twitter.com/JComm_NewsFeeds/status/1325684180483600384,Mon Feb 01 18:15:04 +0000 2010,110482636,false,"News about Israel, Jewish Life, Middle East etc. / Nachrichten über Israel, jüdisches Leben, Nahost etc.",0,3414,3,92,Germany,Jewish Community,JComm_NewsFeeds,417018,,http://romanischersalon.wordpress.com,false
,Mon Nov 09 08:41:33 +0000 2020,,,https://www.devdiscourse.com/article/international/1301491-zambia-in-talks-with-russia-on-accessing-sputnik-v-coronavirus-vaccine,0,1325720167867965440,,,,en,,false,,0,,,"<a href=""http://www.devdiscourse.com/"" rel=""nofollow"">Devdiscourse News Desk</a>",Zambia in talks with Russia on accessing Sputnik V coronavirus vaccine https://t.co/2DmTlKLSWX,https://twitter.com/dev_discourse/status/1325720167867965440,Tue Dec 05 08:31:31 +0000 2017,937962626222497793,false,"Devdiscourse: World's leading Website for International Development News, Opinions, Interviews and Breaking News.",23630,121120,604,85,National Capital Region,Devdiscourse,dev_discourse,747354,,https://www.devdiscourse.com,false
,Mon Nov 09 12:02:15 +0000 2020,,,https://united.states.news/qa-where-are-we-in-the-covid-19-vaccine-race-3/,0,1325770677580918785,,,,en,,false,,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Q&amp;A: Where are we in the COVID-19 vaccine race? https://t.co/s12BAAIuMB,https://twitter.com/US__News/status/1325770677580918785,Sun Jun 07 04:10:44 +0000 2020,1269481872343482370,false,"News from all around the United States of America, from the local, business, political, to the scientific, technological, sports and entertainment news.",0,403,0,1,,United States News,US__News,66756,,https://united.states.news/,false
,Mon Nov 09 11:53:22 +0000 2020,,,https://www.washingtonpost.com/health/2020/11/09/pfizer-coronavirus-vaccine-effective/,17,1325768441370800128,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pfizer says its coronavirus vaccine is more than 90 percent effective compared to a placebo, and has no major side effects. Study involved 44,000 people.  https://t.co/UH4zVj2OT6",https://twitter.com/nancyleong/status/1325768441370800128,Fri Dec 31 16:59:38 +0000 2010,232602648,false,"Lawprof @UofDenver @SturmCOL. Teach/research constitutional law, civil rights, discrimination. Book: #IdentityCapitalists (@StanfordPress 2021)",11494,26173,2049,401,"Denver, CO",Nancy Leong,nancyleong,12901,,https://www.law.du.edu/about/people/nancy-leong,true
,Fri Nov 27 21:54:20 +0000 2020,,,https://twitter.com/abcnews/status/1332403620705226753,8,1332442660540350464,,,,en,,false,1332403620705226753,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Had a chat to a bloke from Orange (now in New York) who was the ‘first’ to question the Oxford-AstraZeneca vaccine. The world followed. https://t.co/CUouDEF5Qq,https://twitter.com/Sasbites/status/1332442660540350464,Mon Nov 29 10:56:04 +0000 2010,220966894,false,@ABCNews Specialist Reporting Team | via @AustVolunteers 🇸🇧/The West Australian | #pacific media trainer | Music ❤️r | Sandgroper 🖤💛| sas.nick@abc.net.au,1661,3234,2451,73,"Sydney, New South Wales",Nick Sas,Sasbites,5224,,https://www.abc.net.au/news/nick-sas/9855390?pfm=ms,true
,Wed Nov 18 13:17:49 +0000 2020,,,https://twitter.com/pfizer/status/1329032586421805056,5,1329051184896806919,,,,en,,false,1329032586421805056,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fuck yes. 
That's 2 effective vaccines in under 12 months. Science is grand. https://t.co/NgC09StldK",https://twitter.com/byzplease/status/1329051184896806919,Tue Feb 17 04:24:18 +0000 2009,21063741,false,History PhD student. Ancient/Medieval w/focus on dress and shiny things. Textile Tech & Digital Humanist. Copper Jeweler of Good Quality. #teamtampabay. She/Her,10074,1832,1297,29,"Tampa, Florida",Angela is keeping 🪐 in Saturnalia 🌲,byzplease,16770,,http://www.annasrome.com,false
,Mon Nov 09 14:52:11 +0000 2020,,,,40,1325813439567159297,,,,en,,,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Inject this straight into my veins.""
—me to Pfizer executives when the COVID-19 vaccine is available",https://twitter.com/zzzzaaaacccchhh/status/1325813439567159297,Mon Jul 02 15:34:50 +0000 2012,624762482,false,"Freelance writer and editor. Contributor to Pitchfork, MEL, Vulture, etc. My 33 1/3 book is out now. Still sitting in a room. Email: zschonfeld@gmail.com.",19909,10630,1264,213,"New York, NY",Zach Schonfeld,zzzzaaaacccchhh,27349,,https://www.bloomsbury.com/us/24-carat-blacks-ghetto-misfortunes-wealth-9781501355509/,true
,Mon Nov 09 18:32:48 +0000 2020,DepopulationAgenda,,,0,1325868962131955713,,,,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Imagine if the new covid19 vaccine has a side effect of making people infertile? #DepopulationAgenda,https://twitter.com/TaintedAlien/status/1325868962131955713,Sat Dec 12 21:43:06 +0000 2009,96424331,false,"Unbelievable truths become fiction, uncomfortable?",344,261,521,6,Kernow,Tainted Alien,TaintedAlien,8779,,http://13domains.com,false
,Tue Nov 10 09:27:09 +0000 2020,,,https://twitter.com/BBCBreakfast/status/1326058257727762432,3,1326094031978422272,,,,en,,false,1326058257727762432,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Very hopeful about this # Covid-19 vaccine! https://t.co/LQW4juYtiA,https://twitter.com/MBclin_neg/status/1326094031978422272,Thu May 14 13:26:10 +0000 2015,3253851821,false,News & views from our specialist clinical negligence team who are renowned for their experience in handling complex claims. @APIL certified senior litigators.,769,736,891,40,"South East, England",Moore Barlow Clinical Negligence,MBclin_neg,5265,,https://www.moorebarlow.com/injury/clinical-negligence/,false
,Sat Dec 05 00:58:40 +0000 2020,,,https://www.sbs.com.au/news/bahrain-becomes-second-nation-to-approve-pfizer-biotech-coronavirus-vaccine?cid=news:socialshare:twitter,0,1335025765528702976,,,,en,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bahrain becomes second nation to approve Pfizer-BioTech coronavirus vaccine https://t.co/8OgQ7XK0SV via @SBSNews,https://twitter.com/nobby15/status/1335025765528702976,Sat Jun 27 07:33:09 +0000 2009,51378153,false,Retired IT Specialist,482137,10111,4193,472,"Perth, Western Australia",💧DUKE Clyde (HANSARD)CFW9 (Biden-Harris ELECT)💧,nobby15,1173639,,,false
